rank;finalWorth;personName;age;country;city;source;industries;countryOfCitizenship;organization;selfMade;gender;lastName;firstName;title;birthYear;birthMonth;cpi_country;gdp_country_trillions;gross_tertiary_education_enrollment;gross_primary_education_enrollment_country;life_expectancy_country;tax_revenue_country_country;total_tax_rate_country;population_country;latitude_country;longitude_country
2405;1100;Said Gutseriev;34;United Kingdom;London;Retail, investments;Energy;Russia;;FALSE;M;Gutseriev;Said;;1988;4;119,62;2.827113185Trillions;60;101,2;81,3;25,5;30,6;66834405;55,378051;-3,435973
2405;1100;Polys Haji-Ioannou;63;Monaco;Monaco;EasyJet;Service;Cyprus;;FALSE;M;Haji-Ioannou;Polys;;1960;1;;.007184844Trillions;;;;;;38964;43,7384176;7,4246158
2405;1100;He Zuxun;57;China;Kunming;Pig breeding;Food & Beverage;China;;TRUE;M;He;Zuxun;;1965;10;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Christian Herz;;Germany;Hamburg;Coffee;Finance & Investments;Germany;;FALSE;M;Herz;Christian;;;;112,85;3.845630031Trillions;70,2;104;80,9;11,5;48,8;83132799;51,165691;10,451526
2405;1100;Michaela Herz;;Germany;Hamburg;Coffee;Finance & Investments;Germany;;FALSE;F;Herz;Michaela;;;;112,85;3.845630031Trillions;70,2;104;80,9;11,5;48,8;83132799;51,165691;10,451526
2405;1100;David Hindawi;78;United States;Seattle;Software;Technology;United States;Tanium;TRUE;M;Hindawi;David;Executive Chairman;1944;12;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2405;1100;Huang Shan;52;China;Shenzhen;Software;Technology;China;;TRUE;M;Huang;Shan;;1970;8;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Huang Xiaofen & family;61;China;Shenzhen;Printed circuit boards;Technology;China;;TRUE;F;Huang;Xiaofen;;1962;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Hiroshi Ishibashi;76;Japan;Tokyo;Tires;Automotive;Japan;;FALSE;M;Ishibashi;Hiroshi;;1946;8;105,48;5.081769542Trillions;63,2;98,8;84,2;11,9;46,7;126226568;36,204824;138,252924
2405;1100;Masayuki Ishihara;74;Japan;Tokyo;Pachinko machines;Gambling & Casinos;Japan;;FALSE;M;Ishihara;Masayuki;;1948;12;105,48;5.081769542Trillions;63,2;98,8;84,2;11,9;46,7;126226568;36,204824;138,252924
2405;1100;Chatchai Kaewbootta;71;Thailand;Bangkok;Auto loans;Finance & Investments;Thailand;;TRUE;M;Kaewbootta;Chatchai;;1951;7;113,27;.543649976Trillions;49,3;99,8;76,9;14,9;29,5;69625582;15,870032;100,992541
2405;1100;Nikhil Kamath;36;India;Bangalore;Financial services;Finance & Investments;India;;TRUE;M;Kamath;Nikhil;;1986;9;180,44;2.611000000Trillions;28,1;113;69,4;11,2;49,7;1366417754;20,593684;78,96288
2405;1100;Jonas Kamprad;57;United Kingdom;London;IKEA;Finance & Investments;Sweden;;FALSE;M;Kamprad;Jonas;;1966;3;119,62;2.827113185Trillions;60;101,2;81,3;25,5;30,6;66834405;55,378051;-3,435973
2405;1100;Mathias Kamprad;53;United Kingdom;London;IKEA;Finance & Investments;Sweden;;FALSE;M;Kamprad;Mathias;;1969;6;119,62;2.827113185Trillions;60;101,2;81,3;25,5;30,6;66834405;55,378051;-3,435973
2405;1100;Peter Kamprad;59;Belgium;Tervuren;IKEA;Finance & Investments;Sweden;;FALSE;M;Kamprad;Peter;;1964;3;117,11;.529606710Trillions;79,7;103,9;81,6;24;55,4;11484055;50,503887;4,469936
2405;1100;Fumio Kaneko;66;Japan;Kobe;Waste management;Service;Japan;;TRUE;M;Kaneko;Fumio;;1956;10;105,48;5.081769542Trillions;63,2;98,8;84,2;11,9;46,7;126226568;36,204824;138,252924
2405;1100;Sunjay Kapur;51;India;Delhi;Auto parts;Automotive;United States;;FALSE;M;Kapur;Sunjay;;1971;10;180,44;2.611000000Trillions;28,1;113;69,4;11,2;49,7;1366417754;20,593684;78,96288
2405;1100;Ali Metin Kazanci;88;Turkey;Istanbul;Energy;Energy;Turkey;;TRUE;M;Kazanci;Ali Metin;;1934;8;234,44;.754411708Trillions;23,9;93,2;77,4;17,9;42,3;83429615;38,963745;35,243322
2405;1100;Kangbao Ke & family;60;China;Guangzhou;Retailing;Healthcare;China;;TRUE;M;Ke;Kangbao;;1963;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Carsten Koerl;58;Switzerland;Zurich;Sports data;Sports;Germany;;TRUE;M;Koerl;Carsten;Entrepreneur, Investor;1964;11;99,55;.703082435Trillions;59,6;105,2;83,6;10,1;28,8;8574832;46,818188;8,227512
2405;1100;Koo Bon-sik;64;South Korea;Seoul;LG;Technology;South Korea;Heesung;FALSE;M;Koo;Bon-sik;;1958;6;115,16;2.029000000Trillions;94,3;98,1;82,6;15,6;33,2;51709098;35,907757;127,766922
2405;1100;Andrei Kosogov;62;Russia;Moscow;Banking;Energy;Russia;;TRUE;M;Kosogov;Andrei;;1961;3;180,75;1.699876579Trillions;81,9;102,6;72,7;11,4;46,2;144373535;61,52401;105,318756
2405;1100;Yogesh Kothari;74;India;Mumbai;Specialty chemicals;Manufacturing;India;;TRUE;M;Kothari;Yogesh;;1949;1;180,44;2.611000000Trillions;28,1;113;69,4;11,2;49,7;1366417754;20,593684;78,96288
2405;1100;Arvind Lal;73;India;Delhi;Medical diagnostics;Healthcare;India;;FALSE;M;Lal;Arvind;;1949;8;180,44;2.611000000Trillions;28,1;113;69,4;11,2;49,7;1366417754;20,593684;78,96288
2405;1100;Manuel Lao Hernández;78;Spain;Matadepera;Casinos;Gambling & Casinos;Spain;;TRUE;M;Lao Hernández;Manuel;;1944;6;110,96;1.394116311Trillions;88,9;102,7;83,3;14,2;47;47076781;40,463667;-3,74922
2405;1100;Lee Joong-keun;82;South Korea;Seoul;Construction, real estate;Construction & Engineering;South Korea;Booyoung Group;TRUE;M;Lee;Joong-keun;;1941;1;115,16;2.029000000Trillions;94,3;98,1;82,6;15,6;33,2;51709098;35,907757;127,766922
2405;1100;Nancy Lerner;62;United States;Cleveland;Banking, credit cards;Finance & Investments;United States;;FALSE;F;Lerner;Nancy;;1960;5;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2405;1100;Norma Lerner;87;United States;Cleveland;Banking;Finance & Investments;United States;;FALSE;F;Lerner;Norma;;1936;3;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2405;1100;Randolph Lerner;61;United States;Cleveland;Banking, credit cards;Finance & Investments;United States;;FALSE;M;Lerner;Randolph;;1962;2;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2405;1100;Lin Zhijun;47;China;Xiamen;Medical devices;Healthcare;China;;TRUE;M;Lin;Zhijun;;1975;9;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Lin Zhixiong & family;49;China;Xiamen;Medical devices;Healthcare;China;;TRUE;M;Lin;Zhixiong;;1973;7;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Jeffrey Lorberbaum;68;United States;Chattanooga;Flooring;Manufacturing;United States;;FALSE;M;Lorberbaum;Jeffrey;;1954;10;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2405;1100;Lu Rongfu;52;China;Xiamen;Telecommunication;Telecom;China;;TRUE;M;Lu;Rongfu;;1971;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Lyu Yixiong;60;China;Shanghai;Cosmetics;Fashion & Retail;China;;TRUE;M;Lyu;Yixiong;;1963;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Soichiro Minami;46;Japan;Tokyo;Internet and software;Technology;Japan;;TRUE;M;Minami;Soichiro;;1976;6;105,48;5.081769542Trillions;63,2;98,8;84,2;11,9;46,7;126226568;36,204824;138,252924
2405;1100;Pawan Munjal;68;India;Delhi;Two wheelers;Automotive;India;;FALSE;M;Munjal;Pawan;;1954;10;180,44;2.611000000Trillions;28,1;113;69,4;11,2;49,7;1366417754;20,593684;78,96288
2405;1100;Renu Munjal;68;India;Delhi;Two wheelers;Automotive;India;;FALSE;F;Munjal;Renu;;1955;3;180,44;2.611000000Trillions;28,1;113;69,4;11,2;49,7;1366417754;20,593684;78,96288
2405;1100;Suman Munjal;70;India;Delhi;Motorcycles;Automotive;India;;FALSE;M;Munjal;Suman;;1953;2;180,44;2.611000000Trillions;28,1;113;69,4;11,2;49,7;1366417754;20,593684;78,96288
2405;1100;Dmitry Nikolaev;56;Russia;Kemerovo;Coal;Energy;Russia;;TRUE;M;Nikolaev;Dmitry ;;1966;8;180,75;1.699876579Trillions;81,9;102,6;72,7;11,4;46,2;144373535;61,52401;105,318756
2405;1100;Sjamsul Nursalim;81;Singapore;Singapore;Tires, retail;Automotive;Indonesia;;FALSE;M;Nursalim;Sjamsul;;1942;1;114,41;.372062527Trillions;84,8;100,6;83,1;13,1;21;5703569;1,352083;103,819836
2405;1100;Adrian Paval;54;Romania;Bacau;Retail;Fashion & Retail;Romania;;TRUE;M;Paval;Adrian;;1968;9;123,78;.250077444Trillions;49,4;85,2;75,4;14,6;20;19356544;45,943161;24,96676
2405;1100;Antonio Percassi;69;Italy;Bergamo;Real estate, diversified;Diversified;Italy;;TRUE;M;Percassi;Antonio;;1953;6;110,62;2.001244392Trillions;61,9;101,9;82,9;24,3;59,1;60297396;41,87194;12,56738
2405;1100;Kevin Plank;50;United States;Lutherville-Timonium;Under Armour;Fashion & Retail;United States;Under Armour;TRUE;M;Plank;Kevin;Chairman and CEO;1972;8;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2405;1100;G.V. Prasad;62;India;Hyderabad;Pharmaceuticals;Healthcare;India;;FALSE;M;Prasad;G.V.;;1960;11;180,44;2.611000000Trillions;28,1;113;69,4;11,2;49,7;1366417754;20,593684;78,96288
2405;1100;Pu Zhongjie & family;60;China;Beijing;Medical equipment;Healthcare;China;;TRUE;M;Pu;Zhongjie;;1963;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Rao Wei & family;58;China;Shenzhen;Pharmaceuticals;Healthcare;China;;TRUE;M;Rao;Wei;;1964;11;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Helena Revoredo;76;Spain;Madrid;Security services;Service;Spain;;FALSE;F;Revoredo;Helena;;1947;2;110,96;1.394116311Trillions;88,9;102,7;83,3;14,2;47;47076781;40,463667;-3,74922
2405;1100;Matthew Roszak;50;United States;Chicago;Cryptocurrency;Finance & Investments;United States;;TRUE;M;Roszak;Matthew;;1972;12;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2405;1100;Paul Sciarra;42;United States;San Francisco;Pinterest;Technology;United States;;TRUE;M;Sciarra;Paul;;1981;2;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2405;1100;Rajesh Sharma;53;India;Mumbai;Finance;Finance & Investments;India;;FALSE;M;Sharma;Rajesh;;1970;2;180,44;2.611000000Trillions;28,1;113;69,4;11,2;49,7;1366417754;20,593684;78,96288
2405;1100;Dean Solon;58;United States;Gallatin;Solar systems;Energy;United States;;TRUE;M;Solon;Dean;;1965;1;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2405;1100;Michael Spencer;67;United Kingdom;London, Suffolk;Stock exchange;Finance & Investments;United Kingdom;;TRUE;M;Spencer;Michael;;1955;5;119,62;2.827113185Trillions;60;101,2;81,3;25,5;30,6;66834405;55,378051;-3,435973
2405;1100;Joseph Steinberg;79;United States;New York;Investments;Finance & Investments;United States;;TRUE;M;Steinberg;Joseph;;1944;2;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2405;1100;Zachary Stern;41;United States;Jackson;Liquor;Food & Beverage;United States;;FALSE;M;Stern;Zachary;;1982;1;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2405;1100;Manny Stul;73;Australia;Melbourne;Toys;Manufacturing;Australia;;TRUE;M;Stul;Manny;;1949;5;119,8;1.392680589Trillions;113,1;100,3;82,7;23;47,4;25766605;-25,274398;133,775136
2405;1100;Sun Hongjun;49;China;Shanghai;Semiconductors;Technology;China;;TRUE;M;Sun;Hongjun;;1973;7;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Sun Weijie;59;China;Yantai;Oilfield equipment;Manufacturing;China;;TRUE;M;Sun;Weijie;;1963;7;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Sehat Sutardja;61;United States;Las Vegas;Semiconductors;Technology;United States;;TRUE;M;Sutardja;Sehat;;1961;7;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2405;1100;Min-Liang Tan;45;Singapore;Singapore;gaming;Media & Entertainment;Singapore;;TRUE;M;Tan;Min-Liang;;1977;11;114,41;.372062527Trillions;84,8;100,6;83,1;13,1;21;5703569;1,352083;103,819836
2405;1100;Tan Yu Yeh;52;Malaysia;Selangor;Retail;Fashion & Retail;Malaysia;;TRUE;M;Tan;Yu Yeh;;1971;1;121,46;.364701518Trillions;45,1;105,3;76;12;38,7;32447385;4,210484;101,975766
2405;1100;Tang Aoqi & family;77;China;Changzhou;Auto parts;Automotive;China;;TRUE;M;Tang;Aoqi;;1945;4;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Vonnarat Tangkaravakoon;51;Thailand;Bangkok;Wire & cables, paints;Manufacturing;Thailand;;FALSE;M;Tangkaravakoon;Vonnarat;;1971;9;113,27;.543649976Trillions;49,3;99,8;76,9;14,9;29,5;69625582;15,870032;100,992541
2405;1100;Tsao Ter-fung;76;Taiwan;Taipei;Food;Food & Beverage;Taiwan;;TRUE;M;Tsao;Ter-fung;;1947;1;;;;;;;;;;
2405;1100;Tung Ching Sai;58;China;Dongguan;Manufacturing;Manufacturing;China;;TRUE;M;Tung;Ching Sai;;1965;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Arkady Volozh;59;Israel;Tel Aviv;Search engine;Technology;Russia;;TRUE;M;Volozh;Arkady;;1964;2;108,15;.395098666Trillions;63,4;104,9;82,8;23,1;25,3;9053300;31,046051;34,851612
2405;1100;Peter-Alexander Wacker;71;Germany;Starnberg;Chemicals;Manufacturing;Germany;;FALSE;M;Wacker;Peter-Alexander;;1951;10;112,85;3.845630031Trillions;70,2;104;80,9;11,5;48,8;83132799;51,165691;10,451526
2405;1100;Wan Long;82;China;Luohe;Food;Food & Beverage;China;;TRUE;M;Wan;Long;;1940;9;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Wang Han;35;China;Shanghai;Airline;Diversified;China;;FALSE;M;Wang;Han;;1987;8;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Lars Wingefors;46;Sweden;Karlstad;Video games;Media & Entertainment;Sweden;;TRUE;M;Wingefors;Lars;;1977;4;110,51;.530832909Trillions;67;126,6;82,5;27,9;49,1;10285453;60,128161;18,643501
2405;1100;Allan Wong;73;Hong Kong;Hong Kong;Electronics;Manufacturing;Hong Kong;;TRUE;M;Wong;Allan;;1950;4;;;;;;;;;;
2405;1100;Tiger Woods;47;United States;Jupiter Island;Golf;Sports;United States;PGA;TRUE;M;Woods;Tiger;Athlete;1975;12;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2405;1100;Horst Wortmann;81;Germany;Detmold;Footwear;Fashion & Retail;Germany;;TRUE;M;Wortmann;Horst;;1941;5;112,85;3.845630031Trillions;70,2;104;80,9;11,5;48,8;83132799;51,165691;10,451526
2405;1100;Wu Kaiting;53;China;Xiamen;Electronics;Telecom;Hong Kong;;TRUE;M;Wu;Kaiting;;1969;12;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Wu Li-gann;82;Taiwan;Kaohsiung;Electronic components;Manufacturing;Taiwan;;TRUE;M;Wu;Li-gann;;1941;1;;;;;;;;;;
2405;1100;Wu Xiangdong;54;China;Beijing;Consumer;Food & Beverage;China;;TRUE;M;Wu;Xiangdong;;1969;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Xiu Laigui;68;China;Tonghua;Pharmaceuticals;Healthcare;China;;TRUE;M;Xiu;Laigui;;1954;7;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Xu Jiangnan;61;China;Leping;Vitamins;Healthcare;China;;TRUE;M;Xu;Jiangnan;;1962;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Xue Jiping;72;China;Nantong;Cable;Telecom;China;;TRUE;M;Xue;Jiping;;1951;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Yao Hsiao Tung;83;Singapore;Singapore;Manufacturing;Manufacturing;Singapore;;TRUE;M;Yao;Hsiao Tung;;1940;1;114,41;.372062527Trillions;84,8;100,6;83,1;13,1;21;5703569;1,352083;103,819836
2405;1100;Ye Qiongjiu;68;China;Hangzhou;Software;Technology;China;;TRUE;F;Ye;Qiongjiu;;1954;10;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Yanqiao Ye;53;China;Foshan;Soy sauce;Food & Beverage;China;;TRUE;M;Ye;Yanqiao;;1969;10;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Yeh Kuo-I;81;;;Manufacturing;Manufacturing;Taiwan;;TRUE;M;Yeh;Kuo-I;;1941;4;;;;;;;;;;
2405;1100;Yu Faxiang;51;China;Shaoxing;Tourism, cultural industry;Media & Entertainment;China;;TRUE;M;Yu;Faxiang;;1971;10;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Zeng Chaolin;40;China;Yongzhou;Aluminium;Metals & Mining;China;;FALSE;M;Zeng;Chaolin;;1982;8;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Kapeng Zhang;58;China;Linhai;Building materials;Construction & Engineering;China;;TRUE;M;Zhang;Kapeng;;1965;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Zhang Xuansong;51;China;Fuzhou;Supermarkets;Fashion & Retail;China;;TRUE;M;Zhang;Xuansong;;1971;10;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Zhang Xuewu;48;China;Changsha;Snacks;Food & Beverage;China;;TRUE;M;Zhang;Xuewu;;1974;8;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Zhu Yiming;50;China;Beijing;Semiconductors;Technology;China;;TRUE;M;Zhu;Yiming;;1972;7;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Zhu Zhaojiang;49;China;Shenzhen;Smartphones;Manufacturing;China;;TRUE;M;Zhu;Zhaojiang;;1974;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2405;1100;Zhuo Jun;57;Hong Kong;Hong Kong;Printed circuit boards;Manufacturing;Hong Kong;;FALSE;F;Zhuo;Jun;;1966;1;;;;;;;;;;
2540;1000;Manohar Lal Agarwal;68;India;Delhi;Snacks;Food & Beverage;India;;FALSE;M;Agarwal;Manohar Lal;;1954;10;180,44;2.611000000Trillions;28,1;113;69,4;11,2;49,7;1366417754;20,593684;78,96288
2540;1000;Christian Angermayer;44;United Kingdom;London;Investments;Finance & Investments;Germany;;TRUE;M;Angermayer;Christian;;1978;4;119,62;2.827113185Trillions;60;101,2;81,3;25,5;30,6;66834405;55,378051;-3,435973
2540;1000;Ryuji Arai;76;Japan;Tokyo;Retail;Fashion & Retail;Japan;;TRUE;M;Arai;Ryuji;;1946;5;105,48;5.081769542Trillions;63,2;98,8;84,2;11,9;46,7;126226568;36,204824;138,252924
2540;1000;Anna Maria Braun;44;Germany;Melsungen;Medical technology;Healthcare;Germany;;FALSE;F;Braun;Anna Maria;;1979;1;112,85;3.845630031Trillions;70,2;104;80,9;11,5;48,8;83132799;51,165691;10,451526
2540;1000;Johanna Braun;43;Germany;Melsungen;Medical technology;Healthcare;Germany;;FALSE;F;Braun;Johanna;;1980;1;112,85;3.845630031Trillions;70,2;104;80,9;11,5;48,8;83132799;51,165691;10,451526
2540;1000;Karl Friedrich Braun;40;Germany;Melsungen;Medical technology;Healthcare;Germany;;FALSE;M;Braun;Karl Friedrich;;1983;1;112,85;3.845630031Trillions;70,2;104;80,9;11,5;48,8;83132799;51,165691;10,451526
2540;1000;Ludwig Theodor Braun;33;Germany;Melsungen;Medical technology;Healthcare;Germany;;FALSE;M;Braun;Ludwig Theodor;;1990;1;112,85;3.845630031Trillions;70,2;104;80,9;11,5;48,8;83132799;51,165691;10,451526
2540;1000;Ana Maria Brescia Cafferata;98;Peru;Lima;Mining, banking;Diversified;Peru;;FALSE;F;Brescia Cafferata;Ana Maria;;1924;4;129,78;.226848051Trillions;70,7;106,9;76,5;14,3;36,8;32510453;-9,189967;-75,015152
2540;1000;Jimmy Buffett;76;United States;Palm Beach;Entertainment, Margaritaville;Media & Entertainment;United States;;TRUE;M;Buffett;Jimmy;Musician;1946;12;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2540;1000;Hideyuki Busujima;70;Japan;Tokyo;Pachinko machines;Gambling & Casinos;Japan;;FALSE;M;Busujima;Hideyuki;;1952;9;105,48;5.081769542Trillions;63,2;98,8;84,2;11,9;46,7;126226568;36,204824;138,252924
2540;1000;Edouard Carmignac;75;France;Paris;Asset management;Finance & Investments;France;;TRUE;M;Carmignac;Edouard;;1947;9;110,05;2.715518274Trillions;65,6;102,5;82,5;24,2;60,7;67059887;46,227638;2,213749
2540;1000;Chang Kuo-Ming;;Taiwan;Taipei;Transportation;Logistics;Taiwan;;FALSE;M;Chang;Kuo-Ming;;;;;;;;;;;;;
2540;1000;Chen Jiancheng;64;China;Shangyu;Manufacturing;Manufacturing;China;;TRUE;M;Chen;Jiancheng;;1959;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2540;1000;Rui Chen;45;China;Shanghai;Online entertainment;Media & Entertainment;China;;TRUE;M;Chen;Rui;;1978;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2540;1000;Chen Shiliang;59;China;Tongxiang;Polyester;Manufacturing;China;;TRUE;M;Chen;Shiliang;;1963;12;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2540;1000;Tianqiao Chen;49;United States;Atherton;Online games;Technology;China;;TRUE;M;Chen;Tianqiao;;1973;5;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2540;1000;Yuantai Chen;55;China;Ningde;Batteries;Energy;China;;TRUE;M;Chen;Yuantai;;1968;3;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
2540;1000;Cheng Antares;65;Hong Kong;Hong Kong;Liquor;Food & Beverage;Hong Kong;;TRUE;M;Cheng;Antares;;1957;11;;;;;;;;;;
2540;1000;Kochouseph Chittilappilly;72;India;Kochi;Electrical appliances;Manufacturing;India;;TRUE;M;Chittilappilly;Kochouseph;;1950;12;180,44;2.611000000Trillions;28,1;113;69,4;11,2;49,7;1366417754;20,593684;78,96288
2540;1000;John Christodoulou;57;Monaco;Monaco;Real estate;Real Estate;United Kingdom;;TRUE;M;Christodoulou;John;;1965;5;;.007184844Trillions;;;;;;38964;43,7384176;7,4246158
2540;1000;Pollyanna Chu;64;Hong Kong;Hong Kong;Financial services, property;Finance & Investments;Hong Kong;;TRUE;F;Chu;Pollyanna;;1958;8;;;;;;;;;;
2540;1000;Turgay Ciner;67;Turkey;Istanbul;Diversified;Diversified;Turkey;;TRUE;M;Ciner;Turgay;;1956;3;234,44;.754411708Trillions;23,9;93,2;77,4;17,9;42,3;83429615;38,963745;35,243322
2540;1000;Benoit Dageville;56;United States;San Carlos;Software;Technology;United States;;TRUE;M;Dageville;Benoit;;1966;6;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
2540;1000;Mark Dixon;63;Monaco;Monaco;Office real estate;Real Estate;United Kingdom;;TRUE;M;Dixon;Mark;;1959;11;;.007184844Trillions;;;;;;38964;43,7384176;7,4246158
